chr	pos 	N	X
chr21	5089924	1	0
chr21	5090308	2	2
chr21	5090422	1	1
chr21	5090511	1	1
chr21	5090517	1	1
chr21	5090560	2	2
chr21	5090571	2	2
chr21	5090578	2	2
chr21	5090586	4	4
chr21	5090588	4	4
chr21	5090609	2	2
chr21	5090613	2	2
chr21	5090617	2	2
chr21	5090628	2	2
chr21	5090643	2	2
chr21	5090666	2	2
chr21	5090671	2	2
chr21	5094785	1	1
chr21	5094811	1	0
chr21	5094833	1	0
chr21	5094850	1	1
chr21	5095773	1	1
chr21	5095810	2	2
chr21	5095861	1	1
chr21	5096148	1	1
chr21	5096152	1	1
chr21	5096183	2	2
chr21	5096187	2	2
chr21	5096218	2	2
chr21	5096253	1	1
chr21	5096323	2	2
chr21	5096358	4	3
chr21	5096393	3	3
chr21	5096423	1	1
chr21	5096538	1	1
chr21	5096549	1	1
chr21	5096576	1	0
chr21	5096631	1	1
chr21	5096642	1	1
chr21	5096657	1	1
chr21	5096665	1	1
chr21	5096874	1	1
chr21	5096907	1	1
chr21	5096922	1	1
chr21	5097342	1	1
chr21	5097363	1	1
chr21	5097619	1	1
chr21	5097631	1	1
chr21	5097643	1	0
chr21	5097647	1	1
chr21	5097649	1	1
chr21	5097652	1	1
chr21	5097659	1	1
chr21	5098557	1	1
chr21	5098594	2	2
chr21	5098632	2	2
chr21	5098640	1	1
chr21	5099063	1	1
chr21	5099065	1	1
chr21	5099082	1	1
chr21	5099211	1	1
chr21	5099257	2	2
chr21	5099274	2	2
chr21	5099292	2	2
chr21	5099305	1	1
chr21	5100034	1	1
chr21	5100058	1	1
chr21	5101885	2	0
chr21	5101888	2	0
chr21	5101900	2	0
chr21	5101932	1	0
chr21	5101937	1	0
chr21	5103339	1	0
chr21	5103414	1	1
chr21	5103426	1	1
chr21	5103437	1	1
chr21	5103616	1	0
chr21	5103625	1	0
chr21	5103639	1	0
chr21	5103661	1	0
chr21	5103676	1	0
chr21	5103983	1	0
chr21	5103994	1	0
chr21	5104000	1	0
chr21	5104024	1	0
chr21	5104047	1	0
chr21	5104362	2	0
chr21	5104430	2	0
chr21	5104471	1	0
chr21	5104722	1	0
chr21	5104729	1	0
chr21	5104734	1	0
chr21	5106165	1	1
chr21	5106177	1	1
chr21	5106193	1	1
chr21	5107292	4	3
chr21	5107337	3	3
chr21	5108418	2	2
chr21	5108455	2	2
chr21	5108482	1	1
chr21	5109754	1	1
chr21	5109796	2	2
chr21	5110978	1	1
chr21	5110990	1	1
chr21	5111058	1	0
chr21	5111262	1	1
chr21	5111333	1	1
chr21	5111339	1	1
chr21	5111341	1	1
chr21	5111383	1	1
chr21	5111501	1	1
chr21	5112570	1	1
chr21	5112935	1	1
chr21	5112941	2	2
chr21	5112958	2	2
chr21	5112966	2	2
chr21	5112997	2	2
chr21	5113004	2	2
chr21	5113012	2	2
chr21	5113023	1	1
chr21	5113029	1	1
chr21	5113839	1	1
chr21	5113841	1	0
chr21	5113874	1	1
chr21	5115095	2	2
chr21	5115106	2	2
chr21	5115161	4	4
chr21	5115170	3	3
chr21	5115181	3	3
chr21	5115204	2	1
chr21	5115746	1	0
chr21	5115759	2	0
chr21	5115768	2	0
chr21	5115772	2	0
chr21	5115778	2	1
chr21	5115782	2	0
chr21	5115802	2	0
chr21	5115844	1	0
chr21	5116019	1	1
chr21	5116054	1	1
chr21	5116096	1	1
chr21	5116098	1	1
chr21	5117295	1	1
chr21	5117316	1	1
chr21	5117318	1	1
chr21	5117361	2	0
chr21	5117382	2	0
chr21	5117838	1	0
chr21	5117860	1	0
chr21	5117874	1	1
chr21	5117884	1	0
chr21	5118102	1	1
chr21	5118108	1	1
chr21	5118168	1	1
chr21	5118427	1	0
chr21	5118442	1	1
chr21	5118455	1	0
chr21	5119334	2	2
chr21	5119384	2	2
chr21	5119388	2	2
chr21	5119403	2	2
chr21	5119412	2	2
chr21	5120915	1	1
chr21	5120936	1	1
chr21	5120950	1	1
chr21	5120960	1	1
chr21	5120967	1	1
chr21	5120969	1	1
chr21	5120975	1	1
chr21	5121628	1	1
chr21	5121655	1	1
chr21	5121657	1	1
chr21	5121665	1	1
chr21	5122329	1	1
chr21	5122339	1	0
chr21	5122401	1	1
chr21	5123674	1	1
chr21	5123678	1	1
chr21	5123684	1	1
chr21	5123688	1	1
chr21	5123733	2	1
chr21	5123738	2	0
chr21	5123748	1	0
chr21	5127396	1	1
chr21	5127423	1	1
chr21	5128282	1	0
chr21	5128285	1	0
chr21	5128298	1	0
chr21	5128313	1	0
chr21	5128318	1	0
chr21	5128325	1	0
chr21	5128349	1	0
chr21	5128357	1	0
chr21	5132030	3	3
chr21	5132059	4	4
chr21	5132065	4	4
chr21	5134362	2	2
chr21	5134368	2	2
chr21	5134371	2	2
chr21	5134384	1	1
chr21	5136616	1	1
chr21	5137149	1	1
chr21	5137160	1	1
chr21	5137164	1	0
chr21	5137192	1	1
chr21	5139383	1	1
chr21	5139391	1	1
chr21	5140972	1	1
chr21	5141012	1	1
chr21	5141017	1	1
chr21	5141786	1	1
chr21	5141838	1	1
chr21	5142460	2	2
chr21	5142515	5	5
chr21	5142537	5	5
chr21	5142540	5	5
chr21	5142546	5	5
chr21	5142555	2	1
chr21	5142678	2	2
chr21	5142695	3	3
chr21	5142697	3	3
chr21	5142728	3	3
chr21	5142854	1	1
chr21	5142858	1	1
chr21	5143079	1	1
chr21	5143164	1	1
chr21	5143250	1	1
chr21	5143273	1	1
chr21	5143471	1	0
chr21	5144932	1	1
chr21	5144938	1	1
chr21	5144950	1	1
chr21	5144966	1	1
chr21	5144968	1	1
chr21	5145391	1	0
chr21	5145398	1	1
chr21	5145415	1	1
chr21	5145466	2	2
chr21	5145468	2	2
chr21	5145478	1	1
chr21	5147097	2	2
chr21	5147121	2	2
chr21	5147123	2	2
chr21	5147131	2	1
chr21	5147868	2	1
chr21	5147873	2	2
chr21	5147887	2	1
chr21	5147903	2	2
chr21	5148658	1	1
chr21	5148679	1	0
chr21	5148690	1	1
chr21	5148724	1	1
chr21	5148735	1	1
chr21	5149341	3	3
chr21	5149343	3	3
chr21	5149361	5	5
chr21	5149409	4	4
chr21	5149415	2	1
chr21	5149447	1	1
chr21	5150740	1	1
chr21	5150796	3	3
chr21	5150828	2	2
chr21	5154631	1	0
chr21	5154643	1	0
chr21	5154650	1	0
chr21	5154654	1	0
chr21	5154661	1	0
chr21	5154673	1	0
chr21	5154676	1	0
chr21	5154680	1	0
chr21	5154699	1	0
chr21	5154707	1	0
chr21	5154709	1	0
chr21	5154711	1	0
chr21	5154800	1	0
chr21	5154805	1	0
chr21	5154826	1	0
chr21	5154829	1	0
chr21	5154835	1	0
chr21	5154840	1	0
chr21	5216644	2	1
chr21	5217431	3	2
chr21	5217446	3	2
chr21	5217481	2	0
chr21	5217621	2	1
chr21	5218122	7	0
chr21	5218159	12	3
chr21	5218241	3	2
chr21	5218438	1	1
chr21	5218523	9	4
chr21	5218613	1	0
chr21	5218677	5	3
chr21	5218884	2	0
chr21	5218931	1	1
chr21	5220097	1	1
chr21	5220125	1	1
chr21	5220222	1	0
chr21	5220527	2	1
chr21	5220614	5	4
chr21	5220617	6	4
chr21	5220671	3	1
chr21	5220714	4	2
chr21	5220719	4	3
chr21	5221134	1	1
chr21	5221408	2	1
chr21	5221542	2	0
chr21	5221745	2	0
chr21	5221775	1	1
chr21	5223187	1	1
chr21	5223194	1	0
chr21	5223563	4	0
chr21	5223603	5	1
chr21	5223639	3	1
chr21	5223775	1	1
chr21	5223807	1	1
chr21	5223858	2	1
chr21	5224121	2	1
chr21	5224144	2	2
chr21	5224260	1	0
chr21	5224306	6	5
chr21	5224318	5	5
chr21	5224871	3	0
chr21	5225136	1	1
chr21	5225865	2	1
chr21	5226036	1	1
chr21	5227650	2	1
chr21	5227866	4	2
chr21	5228024	1	0
chr21	5228479	12	8
chr21	5228628	1	1
chr21	5228660	1	1
chr21	5228751	3	0
chr21	5228782	4	1
chr21	5228986	2	2
chr21	5229008	1	1
chr21	5229265	1	0
chr21	5229296	1	0
chr21	5230650	2	2
chr21	5230793	1	1
chr21	5231375	7	4
chr21	5231388	7	6
chr21	5231419	7	4
chr21	5231451	8	7
chr21	5231469	10	6
chr21	5231513	10	6
chr21	5231531	12	11
chr21	5231545	9	8
chr21	5231577	7	3
chr21	5231650	1	1
chr21	5231719	1	1
chr21	5232047	1	1
chr21	5232063	3	2
chr21	5232159	3	0
chr21	5232336	1	1
chr21	5232773	9	8
chr21	5232784	5	5
chr21	5232955	1	0
chr21	5233036	3	3
chr21	5233050	3	2
chr21	5233161	2	0
chr21	5233173	2	0
chr21	5233214	2	0
chr21	5233361	1	1
chr21	5233408	1	1
chr21	5233500	1	1
chr21	5233551	1	1
chr21	5233585	1	0
chr21	5233615	2	2
chr21	5233689	3	2
chr21	5233704	2	2
chr21	5233709	1	0
chr21	5234600	1	1
chr21	5234618	3	2
chr21	5234697	1	1
chr21	5235591	1	1
chr21	5235810	4	1
chr21	5235975	4	4
chr21	5236876	2	1
chr21	5236922	2	1
chr21	5236942	5	4
chr21	5237002	5	3
chr21	5237216	1	1
chr21	5237245	3	3
chr21	5237251	2	2
chr21	5237541	2	1
chr21	5237631	3	2
chr21	5238066	1	0
chr21	5238208	4	2
chr21	5238379	2	0
chr21	5238634	1	0
chr21	5238655	1	0
chr21	5239041	3	0
chr21	5239100	3	2
chr21	5239253	1	0
chr21	5239527	1	1
chr21	5239814	1	1
chr21	5239910	4	2
chr21	5240036	2	0
chr21	5240086	1	0
chr21	5240539	1	0
chr21	5240706	1	0
chr21	5240817	1	1
chr21	5241446	1	1
chr21	5241974	1	1
chr21	5242127	1	1
chr21	5242181	1	1
chr21	5242433	2	2
chr21	5242462	3	2
chr21	5242662	1	1
chr21	5243040	1	1
chr21	5243201	1	1
chr21	5243715	1	0
chr21	5243731	1	1
chr21	5243831	3	2
chr21	5243932	1	1
chr21	5243975	1	1
chr21	5244008	2	2
chr21	5244018	3	3
chr21	5244202	1	1
chr21	5244251	2	2
chr21	5244257	3	2
chr21	5244281	3	3
chr21	5244335	1	1
chr21	5244374	1	0
chr21	5244452	1	0
chr21	5244650	1	0
chr21	5244896	3	0
chr21	5244993	1	1
chr21	5245188	4	2
chr21	5245256	3	0
chr21	5245304	1	1
chr21	5245348	2	2
chr21	5246114	5	4
chr21	5246213	2	2
chr21	5246282	1	1
chr21	5246309	1	1
chr21	5246345	4	3
chr21	5246381	3	1
chr21	5246574	6	5
chr21	5246615	4	3
chr21	5246733	3	2
chr21	5246774	3	1
chr21	5246816	11	2
chr21	5247453	5	1
chr21	5247563	5	5
chr21	5247587	5	4
chr21	5247592	3	3
chr21	5247596	3	3
chr21	5248399	1	1
chr21	5248439	2	0
chr21	5248902	1	0
chr21	5250252	1	0
chr21	5250674	1	1
chr21	5251087	2	2
chr21	5252409	2	2
chr21	5252438	2	1
chr21	5253952	2	0
chr21	5254294	2	1
chr21	5254798	1	0
chr21	5254982	1	1
chr21	5255028	1	1
chr21	5261802	1	1
chr21	5263185	1	0
chr21	5270290	2	0
chr21	5276174	1	0
chr21	5276455	1	1
chr21	5285067	1	1
chr21	5287965	2	1
chr21	5288041	2	2
chr21	5289103	1	1
chr21	5289112	1	1
chr21	5289127	1	1
chr21	5289358	1	1
chr21	5290104	1	1
chr21	5290120	1	1
chr21	5290592	3	3
chr21	5290603	3	3
chr21	5290607	3	3
chr21	5290945	3	3
chr21	5291194	2	2
chr21	5291201	2	1
chr21	5291458	1	0
chr21	5291975	1	1
chr21	5292397	3	0
chr21	5292447	3	1
chr21	5293534	1	1
chr21	5293711	1	1
chr21	5293714	1	0
chr21	5294560	2	2
chr21	5294573	1	1
chr21	5294786	1	1
chr21	5294918	1	1
chr21	5295595	2	0
chr21	5296455	2	2
chr21	5296618	1	1
chr21	5296882	2	2
chr21	5297475	1	1
chr21	5298157	2	2
chr21	5298232	3	1
chr21	5298291	1	1
chr21	5299955	1	0
chr21	5300009	1	0
chr21	5302299	1	1
chr21	5307055	1	1
chr21	5308478	1	1
chr21	5308487	1	1
chr21	5308573	1	1
chr21	5312252	2	0
chr21	5312410	3	1
chr21	5312432	2	0
chr21	5312496	1	0
chr21	5312803	3	2
chr21	5312834	2	2
chr21	5312923	1	0
chr21	5313009	1	1
chr21	5313955	1	0
chr21	5319464	1	0
chr21	5319583	1	1
chr21	5320418	1	0
chr21	5321058	1	1
chr21	5323797	1	1
chr21	5332062	1	0
chr21	5333589	1	0
chr21	5333593	1	0
chr21	5334877	1	1
chr21	5340584	1	1
chr21	5341009	1	1
chr21	5343961	1	0
chr21	5349391	1	1
chr21	5349443	1	0
chr21	5349984	1	1
chr21	5350277	2	0
chr21	5351903	1	1
chr21	5351952	1	1
chr21	5353291	1	1
chr21	5353695	1	1
chr21	5356556	1	0
chr21	5357492	1	1
chr21	5364487	1	0
chr21	5365966	1	0
chr21	5366008	1	0
chr21	5366096	1	0
chr21	5366120	2	1
chr21	5371247	1	0
chr21	5371683	1	1
chr21	5371779	1	0
chr21	5372748	1	0
chr21	5372794	1	0
chr21	5373066	1	1
chr21	5373411	1	1
chr21	5374003	1	0
chr21	5378847	1	1
chr21	5378854	1	0
chr21	5380167	1	0
chr21	5382650	1	1
chr21	5385819	2	0
chr21	5385842	1	1
chr21	5392238	1	1
chr21	5691501	1	1
chr21	6031392	2	1
chr21	6033111	1	1
chr21	6033113	1	1
chr21	6033120	1	1
chr21	6033122	1	1
chr21	6033147	1	1
chr21	6033154	1	1
chr21	6033163	1	1
chr21	6033166	1	1
chr21	6033188	1	1
chr21	6033217	1	1
chr21	6038771	1	1
chr21	6042964	1	1
chr21	6042976	1	1
chr21	6043009	1	1
chr21	6044661	1	1
chr21	6044680	1	1
chr21	6044711	1	1
chr21	6069150	1	1
chr21	6069207	1	1
chr21	6070460	5	5
chr21	6071690	1	1
chr21	6071720	2	2
chr21	6071737	2	2
chr21	6071781	1	0
chr21	6072010	1	1
chr21	6072029	1	1
chr21	6072054	1	1
chr21	6072056	1	1
chr21	6078717	1	1
chr21	6079027	1	1
chr21	6079051	1	1
chr21	6079068	1	1
chr21	6079084	1	1
chr21	6079089	1	1
chr21	6080075	1	1
chr21	6080100	1	1
chr21	6080155	2	1
chr21	6083050	1	1
chr21	6083062	1	0
chr21	6086706	1	1
chr21	6086710	1	1
chr21	6086719	1	1
chr21	6086756	1	1
chr21	6092521	1	1
chr21	6092594	3	3
chr21	6092618	2	2
chr21	6092830	2	2
chr21	6092873	2	2
chr21	6092875	2	2
chr21	6092899	1	1
chr21	6093545	1	1
chr21	6093557	1	1
chr21	6093563	1	1
chr21	6093583	1	1
chr21	6093591	1	1
chr21	6093994	1	0
chr21	6094009	1	0
chr21	6094020	1	0
chr21	6094033	1	0
chr21	6094055	1	0
chr21	6094057	1	0
chr21	6096094	1	1
chr21	6096277	1	1
chr21	6096347	2	2
chr21	6098746	1	1
chr21	6098756	1	1
chr21	6098777	1	1
chr21	6098807	1	1
chr21	6100121	1	1
chr21	6100135	1	0
chr21	6100145	1	1
chr21	6101418	1	1
chr21	6102556	1	1
chr21	6102563	1	1
chr21	6102575	1	1
chr21	6102698	1	1
chr21	6102728	1	1
chr21	6102768	1	1
chr21	6102781	1	1
chr21	6106820	1	1
chr21	6106849	1	1
chr21	6106874	1	0
chr21	6106880	1	1
chr21	6106892	1	1
chr21	6107453	1	0
chr21	6109940	1	0
chr21	6109967	1	0
chr21	6109971	1	1
chr21	6109993	1	0
chr21	6110001	1	0
chr21	6110018	2	1
chr21	6110022	2	1
chr21	6110043	2	0
chr21	6110084	1	0
chr21	6111453	1	0
chr21	6111470	1	0
chr21	6111472	1	0
chr21	6111494	1	0
chr21	6111512	2	0
chr21	6111516	3	1
chr21	6111518	3	0
chr21	6111522	3	0
chr21	6111531	2	0
chr21	6111544	2	0
chr21	6111550	2	0
chr21	6111552	2	0
chr21	6111559	2	0
chr21	6111576	2	0
chr21	6111589	2	0
chr21	6111593	1	0
chr21	6111598	1	0
chr21	6111600	1	0
chr21	6111604	1	0
chr21	6118456	1	1
chr21	6118468	1	1
chr21	6118478	1	1
chr21	6118487	1	1
chr21	6118501	1	1
chr21	6120323	1	1
chr21	6120361	1	1
chr21	6120376	1	1
chr21	6120570	1	1
chr21	6120597	1	1
chr21	6120611	1	1
chr21	6120629	1	1
chr21	6120982	2	2
chr21	6121005	2	2
chr21	6121007	2	2
chr21	6121024	2	2
chr21	6121036	2	2
chr21	6121043	2	2
chr21	6121045	2	2
chr21	6121060	3	2
chr21	6121064	3	3
chr21	6121078	1	1
chr21	6121086	1	1
chr21	6121094	1	1
chr21	6121891	1	1
chr21	6121923	2	2
chr21	6121925	2	2
chr21	6121958	2	2
chr21	6122814	1	1
chr21	6122851	1	0
chr21	6122883	1	1
chr21	6125126	1	1
chr21	6125143	1	1
chr21	6125159	1	1
chr21	6125176	1	1
chr21	6125646	1	1
chr21	6125688	1	0
chr21	6125700	1	0
chr21	6125717	1	0
chr21	6125720	1	0
chr21	6126719	1	0
chr21	6126734	1	1
chr21	6126755	1	1
chr21	6127194	1	1
chr21	6127208	1	1
chr21	6127218	1	0
chr21	6127228	1	0
chr21	6127267	1	1
chr21	6127274	1	0
chr21	6127283	1	1
chr21	6130260	1	1
chr21	6130262	1	1
chr21	6130285	1	1
chr21	6130292	1	0
chr21	6132680	1	0
chr21	6132877	1	1
chr21	6132927	1	1
chr21	6133189	1	1
chr21	6133213	1	1
chr21	6133237	1	1
chr21	6133249	1	1
chr21	6133255	1	1
chr21	6134605	1	1
chr21	6134645	1	1
chr21	6155052	1	0
chr21	6155074	1	0
chr21	6155095	1	0
chr21	6155108	1	0
chr21	6155116	1	0
chr21	6362593	1	1
chr21	6362602	1	1
chr21	6362627	1	1
chr21	6362680	1	1
chr21	6365838	2	0
chr21	6369058	2	0
chr21	6369970	1	0
chr21	6369987	1	0
chr21	6369989	1	0
chr21	6373108	4	4
chr21	6373124	2	2
chr21	6374254	1	0
chr21	6374277	1	0
chr21	6374281	1	0
chr21	6374319	6	6
chr21	6374403	7	0
chr21	6374425	7	1
chr21	6374494	9	9
chr21	6374496	9	3
chr21	6374578	6	1
chr21	6374594	3	1
chr21	6374600	2	0
chr21	6374609	2	0
chr21	6375045	1	1
chr21	6375165	7	6
chr21	6375167	7	5
chr21	6375320	4	2
chr21	6376005	1	1
chr21	6376009	1	1
chr21	6376361	1	0
chr21	6376770	1	1
chr21	6376874	1	0
chr21	6376884	1	1
chr21	6376900	1	1
chr21	6376909	1	1
chr21	6377200	2	0
chr21	6432641	1	1
chr21	6435030	1	1
chr21	6435048	3	3
chr21	6435117	3	3
chr21	6435121	1	1
chr21	6435131	1	1
chr21	6435146	1	1
chr21	6449045	1	1
chr21	6449047	1	1
chr21	6449075	1	1
chr21	6449117	2	2
chr21	6453433	1	1
chr21	6455367	1	1
chr21	6455374	1	1
chr21	6455397	1	1
chr21	6455404	1	1
chr21	6457804	1	1
chr21	6457812	1	1
chr21	6457826	1	1
chr21	6457850	1	1
chr21	6457857	1	1
chr21	6457866	1	1
chr21	6457892	2	2
chr21	6457921	1	1
chr21	6457930	1	1
chr21	6457937	1	1
chr21	6457942	1	1
chr21	6457949	1	1
chr21	6457957	1	1
chr21	6457967	1	1
chr21	6457972	1	0
chr21	6458497	1	1
chr21	6458544	1	1
chr21	6461796	2	2
chr21	6461851	2	2
chr21	6461856	2	1
chr21	6472727	1	1
chr21	6472734	1	1
chr21	6472744	1	1
chr21	6472766	1	1
chr21	6472790	1	1
chr21	6486867	1	1
chr21	6486871	1	1
chr21	6486887	1	1
chr21	6486899	1	1
chr21	6486905	1	1
chr21	6486912	1	1
chr21	6486915	1	1
chr21	6486943	1	1
chr21	6487009	1	1
chr21	6487021	3	3
chr21	6487038	3	3
chr21	6487044	3	3
chr21	6487063	4	4
chr21	6487075	3	3
chr21	6487081	3	3
chr21	6487084	3	3
chr21	6487087	3	3
chr21	6487092	3	3
chr21	6487112	1	1
chr21	6487118	1	1
chr21	6498804	1	1
chr21	6498811	1	0
chr21	6498818	1	0
chr21	6498821	1	0
chr21	6498826	1	0
chr21	6498834	1	0
chr21	6498838	1	0
chr21	6498841	1	0
chr21	6498845	1	0
chr21	6498858	1	0
chr21	6498871	1	0
chr21	6498882	1	0
chr21	6498886	1	0
chr21	6499190	1	0
chr21	6499196	1	0
chr21	6499199	1	0
chr21	6499211	1	0
chr21	6499214	1	0
chr21	6499217	1	0
chr21	6499220	1	0
chr21	6499229	1	0
chr21	6499232	1	0
chr21	6499236	1	0
chr21	6499238	1	0
chr21	6499245	1	0
chr21	6499252	1	0
chr21	6499256	1	0
chr21	6499258	1	0
chr21	6499261	1	0
chr21	6499264	1	0
chr21	6499274	1	0
chr21	6499279	1	0
chr21	6511055	1	1
chr21	6511127	2	2
chr21	6511150	2	2
chr21	6549047	1	1
chr21	6549077	1	1
chr21	6549092	1	1
chr21	6552082	1	0
chr21	6552123	1	1
chr21	6555133	1	1
chr21	6555143	1	1
chr21	6555145	1	1
chr21	6557133	1	0
chr21	6557163	1	0
chr21	6557215	1	1
chr21	6557690	1	1
chr21	6557704	2	2
chr21	6557765	2	2
chr21	6558685	1	1
chr21	6559975	1	0
chr21	6559980	1	0
chr21	6559988	1	0
chr21	6560015	1	0
chr21	6560029	1	1
chr21	6560048	1	0
chr21	6560278	1	0
chr21	6560292	2	2
chr21	6560295	2	2
chr21	6560320	2	2
chr21	6560347	2	2
chr21	6560816	1	1
chr21	6560843	1	1
chr21	6560851	1	1
chr21	6561137	1	1
chr21	6564641	1	1
chr21	6564713	2	0
chr21	6564719	2	0
chr21	6564732	1	1
chr21	6564774	1	0
chr21	6564792	1	0
chr21	6564794	1	0
chr21	6565257	1	0
chr21	6565269	1	0
chr21	6565282	2	0
chr21	6565308	3	0
chr21	6565340	2	0
chr21	6565346	2	1
chr21	6565358	2	0
chr21	6565373	2	0
chr21	6565380	1	0
chr21	6565430	6	5
chr21	6565847	26	26
chr21	6565901	18	17
chr21	6565928	12	10
chr21	6566155	4	4
chr21	6566214	2	2
chr21	6566241	1	0
chr21	6713801	1	0
chr21	6842406	1	0
chr21	6842417	1	0
chr21	6884672	1	0
chr21	6897515	1	1
chr21	6897521	1	1
chr21	6897538	1	1
chr21	6897541	1	0
chr21	6897544	1	1
chr21	6897553	2	2
chr21	6897555	2	2
chr21	6897568	2	1
chr21	6897575	2	2
chr21	6897587	2	2
chr21	6897590	2	2
chr21	6897592	2	2
chr21	6897600	2	2
chr21	6897615	1	0
chr21	6897617	1	1
chr21	6897630	1	1
chr21	6898477	1	1
chr21	6898482	1	1
chr21	6898492	1	1
chr21	6898505	1	1
chr21	6898519	1	1
chr21	6928350	1	1
chr21	6928363	1	1
chr21	6928395	1	1
chr21	6928418	1	1
chr21	6931218	2	2
chr21	6932540	1	1
chr21	7040870	1	1
chr21	7123654	1	1
chr21	7200051	1	0
chr21	7227301	1	0
chr21	7232166	1	1
chr21	7232172	1	1
chr21	7232182	1	1
chr21	7232939	1	1
chr21	7235931	1	0
chr21	7245325	1	1
chr21	7245923	3	2
chr21	7246323	1	1
chr21	7247032	1	1
chr21	7248766	2	2
chr21	7249421	1	0
chr21	7249604	1	0
chr21	7257939	1	0
chr21	7258074	3	2
chr21	7258142	2	2
chr21	7258483	1	0
chr21	7258518	1	1
chr21	7258528	1	1
chr21	7258897	1	0
chr21	7259024	1	1
chr21	7259034	1	1
chr21	7259209	1	1
chr21	7259839	1	1
chr21	7260283	1	1
chr21	7260466	1	0
chr21	7260563	1	1
chr21	7261222	1	1
chr21	7261675	2	2
chr21	7261786	2	1
chr21	7261822	2	1
chr21	7262824	1	1
chr21	7262842	3	2
chr21	7262868	3	3
chr21	7267428	1	0
chr21	7267768	2	1
chr21	7268278	1	1
chr21	7268535	1	1
chr21	7269729	1	1
chr21	7273143	1	1
chr21	7273151	1	1
chr21	7273466	1	1
chr21	7274985	1	1
chr21	7279259	1	0
chr21	7281011	1	0
chr21	7281063	2	1
chr21	7281080	2	0
chr21	7281392	1	1
chr21	7281430	1	1
chr21	7281604	1	1
chr21	7282820	1	1
chr21	7282913	3	2
chr21	7283908	1	1
chr21	7284911	3	1
chr21	7284973	2	1
chr21	7290046	1	0
chr21	7290297	2	2
chr21	7290573	2	2
chr21	7290627	2	2
chr21	7297302	1	1
chr21	7297776	1	0
chr21	7299553	2	1
chr21	7300013	1	0
chr21	7303542	1	1
chr21	7303709	1	1
chr21	7308484	1	0
chr21	7312621	3	0
chr21	7315401	1	1
